amount,currency,transaction_type,merchant_category,merchant_id,merchant_risk_score,user_id,account_age_days,kyc_level,avg_txn_amount_7d,avg_txn_amount_30d,device_type,is_new_device,ip_address,ip_risk_score,geo_location,hour,day_of_week,txn_velocity_1h,txn_velocity_24h,failed_txn_count_24h,account_balance,post_txn_balance,balance_change_ratio,amount_to_balance_ratio,is_night_txn,high_velocity_flag,unusual_location_flag,Class
10350.58,INR,ATM,luxury,M824,0.68,U4238,68,3,3123,2892,mobile,1,175.72.46.149,0.74,Mumbai,1,4,10,25,5,12821,2470.42,0.807,0.807,1,1,1,1
4859.77,INR,card,retail,M918,0.7,U3974,582,3,4614,4708,desktop,1,209.33.110.218,0.91,Mumbai,4,1,10,13,4,5404,544.23,0.899,0.899,1,1,1,1
27299.84,INR,card,crypto,M931,0.98,U4580,57,2,2791,2850,mobile,1,130.118.240.61,0.94,Pune,4,5,8,23,7,29528,2228.16,0.925,0.925,1,1,1,1
29958.55,INR,ATM,travel,M922,0.99,U3887,261,3,1477,1768,tablet,1,52.44.90.128,0.98,Hyderabad,0,5,9,13,7,31982,2023.45,0.937,0.937,1,1,1,0
33343.64,INR,netbanking,electronics,M167,0.91,U3575,386,3,4697,4802,mobile,1,225.28.201.169,0.82,Chennai,4,0,9,17,7,39211,5867.36,0.85,0.85,1,1,1,1
12597.74,INR,card,investment,M966,0.06,U2419,139,1,1689,1408,mobile,0,146.212.113.90,0.28,Bangalore,9,4,4,21,0,48842,36244.26,0.258,0.258,0,0,0,0
20175.78,INR,UPI,luxury,M266,0.7,U4907,396,1,3336,3558,tablet,1,97.123.12.203,0.76,Delhi,3,3,10,14,4,24332,4156.22,0.829,0.829,1,1,1,1
13161.45,INR,card,electronics,M533,0.71,U5673,582,1,2599,2858,mobile,1,194.25.120.140,0.99,Bangalore,2,2,13,15,4,14371,1209.55,0.916,0.916,1,1,1,1
34006.38,INR,UPI,investment,M261,0.66,U5902,407,1,2166,2326,mobile,1,243.117.174.249,0.75,Pune,3,2,14,17,5,37030,3023.62,0.918,0.918,1,1,1,1
10610.28,INR,card,retail,M540,0.33,U2860,118,1,2816,2677,tablet,0,1.170.1.138,0.37,Pune,18,4,5,24,0,40274,29663.72,0.263,0.263,0,0,0,0
9991.34,INR,netbanking,crypto,M193,0.11,U1008,160,2,1431,1254,tablet,0,205.197.162.123,0.23,Pune,19,2,2,4,0,47947,37955.66,0.208,0.208,0,0,0,0
39194.77,INR,ATM,travel,M414,0.97,U3894,182,1,1713,1687,mobile,1,42.26.84.141,0.95,Bangalore,3,5,9,19,7,40043,848.23,0.979,0.979,1,1,1,1
44847.11,INR,ATM,food,M716,0.7,U3847,711,3,880,1137,mobile,1,101.63.131.31,0.83,Kolkata,4,5,14,24,4,47655,2807.89,0.941,0.941,1,1,1,1
39532.17,INR,netbanking,luxury,M972,0.78,U4664,91,1,2290,2412,tablet,1,224.192.242.232,0.71,Chennai,4,2,13,31,4,46851,7318.83,0.844,0.844,1,1,1,1
848.96,INR,card,investment,M469,0.19,U1144,105,2,3778,4028,desktop,0,244.18.210.116,0.06,Mumbai,14,4,4,16,0,16531,15682.04,0.051,0.051,0,0,0,0
1826.72,INR,UPI,food,M665,0.17,U3104,396,2,741,631,mobile,0,70.138.160.172,0.09,Chennai,21,3,4,11,1,9208,7381.28,0.198,0.198,0,0,0,0
32329.03,INR,ATM,retail,M499,0.73,U4143,193,3,1334,1118,desktop,1,45.215.248.111,0.97,Chennai,3,2,8,10,5,40065,7735.97,0.807,0.807,1,1,1,1
3583.77,INR,netbanking,travel,M208,0.15,U1841,364,3,1393,1577,desktop,0,29.2.100.33,0.36,Chennai,12,0,1,18,0,13872,10288.23,0.258,0.258,0,0,0,0
6204.55,INR,card,travel,M299,0.34,U2128,117,3,3640,3392,mobile,0,217.250.157.243,0.07,Mumbai,10,2,5,19,2,35669,29464.45,0.174,0.174,0,0,0,0
2649.24,INR,UPI,investment,M585,0.27,U1151,461,3,1872,2077,tablet,0,35.21.41.177,0.06,Pune,16,5,3,15,1,13008,10358.76,0.204,0.204,0,0,0,0
36035.73,INR,netbanking,retail,M412,0.7,U4591,647,3,2948,2702,mobile,1,107.57.153.255,0.74,Bangalore,1,2,10,11,7,39816,3780.27,0.905,0.905,1,1,1,1
1410.71,INR,ATM,gaming,M317,0.06,U2052,753,1,1454,1242,desktop,0,91.98.77.75,0.15,Hyderabad,17,2,5,14,2,10939,9528.29,0.129,0.129,0,0,0,0
1697.99,INR,netbanking,luxury,M247,0.37,U2590,557,3,1541,1286,tablet,0,26.8.224.24,0.19,Pune,13,5,3,21,2,36123,34425.01,0.047,0.047,0,0,0,0
10907.46,INR,card,investment,M509,0.91,U4008,607,2,657,454,desktop,1,141.253.242.191,0.79,Mumbai,1,2,11,23,2,11868,960.54,0.919,0.919,1,1,1,1
212.05,INR,netbanking,investment,M188,0.24,U3029,607,1,3687,3429,mobile,0,90.252.243.153,0.03,Kolkata,14,3,5,9,2,5245,5032.95,0.04,0.04,0,0,0,0
32364.24,INR,netbanking,crypto,M473,0.96,U4418,626,2,4353,4367,desktop,1,123.182.65.178,0.72,Pune,3,4,14,15,4,38190,5825.76,0.847,0.847,1,1,1,1
3571.45,INR,UPI,crypto,M556,0.38,U2807,45,3,4383,4120,mobile,0,24.5.69.35,0.26,Bangalore,11,1,1,12,0,29242,25670.55,0.122,0.122,0,0,0,0
25505.37,INR,netbanking,food,M151,0.66,U3696,527,2,840,748,mobile,1,202.255.138.30,0.91,Bangalore,2,5,9,17,4,31220,5714.63,0.817,0.817,1,1,1,1
7976.78,INR,ATM,luxury,M171,0.83,U4039,721,1,4949,5192,desktop,1,218.222.96.42,0.86,Chennai,4,4,13,27,4,8910,933.22,0.895,0.895,1,1,1,1
769.11,INR,UPI,retail,M230,0.1,U1472,342,2,1417,1436,desktop,0,99.89.112.55,0.08,Mumbai,14,4,4,17,2,12096,11326.89,0.064,0.064,0,0,0,0
39815.41,INR,ATM,retail,M521,0.62,U4289,854,2,4879,5025,desktop,1,175.24.165.164,0.88,Pune,1,4,13,19,2,45763,5947.59,0.87,0.87,1,1,1,1
30021.45,INR,UPI,electronics,M437,0.8,U5074,478,2,3320,3461,mobile,1,160.198.222.56,0.83,Kolkata,3,5,8,23,5,36992,6970.55,0.812,0.812,1,1,1,1
26935.73,INR,UPI,luxury,M480,0.7,U4496,257,3,3834,3590,desktop,1,40.161.129.78,0.7,Pune,2,4,14,17,7,32407,5471.27,0.831,0.831,1,1,1,1
7894.95,INR,ATM,luxury,M376,0.39,U1279,541,2,3213,3361,tablet,0,20.234.81.55,0.11,Chennai,9,5,1,8,1,45437,37542.05,0.174,0.174,0,0,0,0
2664.9,INR,netbanking,food,M108,0.21,U2741,720,2,1967,2230,desktop,0,69.198.24.83,0.02,Chennai,20,4,5,22,1,10002,7337.1,0.266,0.266,0,0,0,0
23209.6,INR,card,crypto,M391,0.8,U5624,154,2,4010,3904,mobile,1,13.201.249.39,1.0,Mumbai,4,2,10,11,2,28228,5018.4,0.822,0.822,1,1,1,1
34848.27,INR,ATM,investment,M266,0.7,U3886,156,3,3439,3650,desktop,1,93.150.162.206,0.73,Chennai,2,2,13,31,3,42596,7747.73,0.818,0.818,1,1,1,1
4660.74,INR,ATM,investment,M216,0.29,U2941,534,1,718,977,mobile,0,211.94.168.129,0.25,Mumbai,16,0,4,22,0,44843,40182.26,0.104,0.104,0,0,0,0
781.77,INR,ATM,crypto,M360,0.05,U1100,373,1,2860,2972,tablet,0,122.110.172.136,0.11,Mumbai,16,0,3,21,1,9267,8485.23,0.084,0.084,0,0,0,1
32140.47,INR,UPI,luxury,M883,0.68,U3804,823,1,2704,2870,mobile,1,4.63.118.80,0.99,Bangalore,1,3,10,18,7,38082,5941.53,0.844,0.844,1,1,1,1
9518.4,INR,ATM,retail,M282,0.7,U4570,406,3,3677,3717,desktop,1,247.5.237.115,0.8,Kolkata,1,4,14,30,5,10666,1147.6,0.892,0.892,1,1,1,1
37025.63,INR,ATM,food,M446,0.98,U4684,907,1,2341,2169,mobile,1,220.149.241.214,0.73,Pune,2,1,9,17,7,42484,5458.37,0.872,0.872,1,1,1,1
22207.98,INR,UPI,electronics,M151,0.64,U4661,196,1,4390,4252,tablet,1,178.43.179.15,0.92,Hyderabad,0,5,10,16,3,22792,584.02,0.974,0.974,1,1,1,1
3160.17,INR,UPI,gaming,M552,0.18,U1530,763,3,1580,1330,tablet,0,182.9.195.163,0.03,Mumbai,19,1,2,8,0,23212,20051.83,0.136,0.136,0,0,0,0
2201.8,INR,netbanking,electronics,M706,0.16,U2886,494,2,1694,1485,tablet,0,88.93.26.182,0.19,Kolkata,20,4,5,22,2,42226,40024.2,0.052,0.052,0,0,0,0
1456.91,INR,UPI,crypto,M616,0.21,U1681,311,1,2365,2345,tablet,0,109.112.30.156,0.02,Chennai,16,5,3,19,1,9568,8111.09,0.152,0.152,0,0,0,0
7413.81,INR,UPI,gaming,M636,0.8,U4794,213,2,3801,3747,desktop,1,89.161.14.68,0.91,Chennai,1,4,12,29,5,9179,1765.19,0.808,0.808,1,1,1,1
38061.5,INR,ATM,electronics,M165,0.84,U4944,726,3,698,939,tablet,1,243.192.10.21,0.71,Hyderabad,0,2,9,28,6,42627,4565.5,0.893,0.893,1,1,1,1
43098.51,INR,netbanking,food,M958,0.79,U5666,766,3,500,449,tablet,1,9.200.63.46,0.95,Delhi,0,3,11,26,7,49773,6674.49,0.866,0.866,1,1,1,1
6831.8,INR,netbanking,investment,M611,0.11,U3018,179,2,2580,2792,desktop,0,218.240.98.219,0.38,Pune,14,4,3,6,2,32103,25271.2,0.213,0.213,0,0,0,1
3460.27,INR,card,luxury,M475,0.34,U2096,674,2,3880,3922,mobile,0,245.211.141.204,0.38,Delhi,21,2,3,15,0,11549,8088.73,0.3,0.3,0,0,0,0
1245.88,INR,netbanking,investment,M943,0.07,U1829,868,1,2490,2468,tablet,0,80.254.242.230,0.04,Pune,14,1,4,16,1,18334,17088.12,0.068,0.068,0,0,0,0
14066.89,INR,card,crypto,M973,0.89,U3805,177,2,2141,1914,tablet,1,19.0.121.222,0.78,Bangalore,1,5,9,20,2,15596,1529.11,0.902,0.902,1,1,1,1
34613.56,INR,ATM,crypto,M886,0.87,U4829,86,3,1608,1872,mobile,1,70.67.82.250,0.97,Hyderabad,3,0,9,23,3,38763,4149.44,0.893,0.893,1,1,1,1
25992.62,INR,netbanking,food,M564,0.91,U5381,139,2,4865,5008,mobile,1,110.134.201.185,0.7,Delhi,3,0,10,27,2,29776,3783.38,0.873,0.873,1,1,1,1
37130.07,INR,UPI,retail,M129,0.7,U4891,866,3,1694,1506,tablet,1,203.63.82.51,0.91,Mumbai,4,5,10,20,7,44237,7106.93,0.839,0.839,1,1,1,1
1449.73,INR,netbanking,retail,M996,0.33,U1764,332,3,2816,2723,desktop,0,127.7.57.75,0.16,Delhi,17,3,5,22,1,12917,11467.27,0.112,0.112,0,0,0,0
35200.36,INR,card,food,M364,0.96,U3767,871,2,4618,4806,tablet,1,49.59.176.50,0.89,Kolkata,0,1,10,16,6,36156,955.64,0.974,0.974,1,1,1,1
16761.47,INR,netbanking,retail,M952,0.99,U5328,403,3,4183,4277,mobile,1,254.177.104.1,0.77,Mumbai,4,4,13,14,7,17271,509.53,0.97,0.97,1,1,1,1
33533.9,INR,card,gaming,M857,1.0,U4295,461,2,1353,1489,mobile,1,85.172.213.212,0.94,Hyderabad,2,0,8,9,5,38114,4580.1,0.88,0.88,1,1,1,1
2268.81,INR,UPI,crypto,M925,0.27,U3194,376,1,1000,1069,tablet,0,61.167.224.189,0.34,Delhi,15,0,4,5,1,10384,8115.19,0.218,0.218,0,0,0,0
3149.28,INR,UPI,gaming,M801,0.34,U3357,614,1,2274,2373,desktop,0,106.20.150.4,0.3,Hyderabad,17,4,1,13,0,21522,18372.72,0.146,0.146,0,0,0,0
33580.37,INR,ATM,crypto,M305,0.82,U4425,740,1,1532,1806,desktop,1,177.148.149.18,0.86,Delhi,1,1,14,25,2,40629,7048.63,0.827,0.827,1,1,1,1
21258.59,INR,ATM,retail,M875,0.62,U4979,814,1,511,422,tablet,1,130.127.7.164,0.81,Kolkata,0,4,12,31,2,26090,4831.41,0.815,0.815,1,1,1,1
1043.84,INR,card,gaming,M859,0.3,U1911,255,1,639,928,mobile,0,181.57.178.65,0.34,Kolkata,18,4,2,20,1,18650,17606.16,0.056,0.056,0,0,0,0
41951.74,INR,card,investment,M501,0.74,U4145,189,1,2302,2312,tablet,1,188.94.139.137,0.75,Mumbai,4,0,10,20,5,49342,7390.26,0.85,0.85,1,1,1,1
1550.9,INR,netbanking,investment,M917,0.39,U1999,752,1,1527,1417,mobile,0,178.252.77.217,0.4,Chennai,21,2,4,19,0,8170,6619.1,0.19,0.19,0,0,0,0
35895.49,INR,UPI,retail,M868,0.61,U4653,489,3,1278,1186,tablet,1,32.182.92.2,0.76,Hyderabad,4,4,14,27,5,41564,5668.51,0.864,0.864,1,1,1,1
2460.52,INR,card,travel,M200,0.19,U3483,946,1,1769,1641,tablet,0,233.42.82.33,0.08,Mumbai,13,4,1,20,2,12451,9990.48,0.198,0.198,0,0,0,0
38907.72,INR,ATM,crypto,M618,0.92,U5076,157,2,3939,3853,mobile,1,248.85.13.88,0.89,Hyderabad,4,0,14,15,3,43041,4133.28,0.904,0.904,1,1,1,1
988.04,INR,netbanking,travel,M755,0.39,U3370,240,2,818,582,desktop,0,232.63.171.25,0.01,Kolkata,16,5,2,3,1,22755,21766.96,0.043,0.043,0,0,0,0
30996.63,INR,UPI,crypto,M761,0.79,U5838,912,2,3848,4044,mobile,1,51.175.204.143,0.84,Pune,2,5,9,11,4,37394,6397.37,0.829,0.829,1,1,1,1
835.55,INR,UPI,food,M141,0.37,U1033,549,2,2521,2697,mobile,0,175.132.161.187,0.31,Chennai,17,3,3,6,0,18704,17868.45,0.045,0.045,0,0,0,0
7802.39,INR,netbanking,retail,M207,0.81,U4789,757,1,1704,1727,desktop,1,124.21.122.154,0.95,Mumbai,0,2,8,15,6,9444,1641.61,0.826,0.826,1,1,1,1
9055.92,INR,netbanking,gaming,M679,0.29,U2020,444,1,3552,3303,mobile,0,100.19.70.53,0.18,Delhi,8,0,1,12,2,39406,30350.08,0.23,0.23,0,0,0,0
4100.04,INR,UPI,electronics,M401,0.26,U2647,199,1,3356,3318,tablet,0,215.231.183.189,0.1,Hyderabad,15,5,1,6,1,39449,35348.96,0.104,0.104,0,0,0,0
11149.6,INR,UPI,gaming,M464,0.08,U1733,113,2,3201,3210,desktop,0,213.164.87.214,0.33,Delhi,14,1,3,15,2,38122,26972.4,0.292,0.292,0,0,0,0
37732.4,INR,ATM,travel,M212,0.95,U5582,577,3,3588,3833,mobile,1,154.68.146.54,0.81,Chennai,2,4,8,14,5,43372,5639.6,0.87,0.87,1,1,1,1
19205.1,INR,card,retail,M778,0.76,U4274,510,1,3015,2785,mobile,1,253.0.117.83,0.72,Chennai,0,0,9,28,5,19955,749.9,0.962,0.962,1,1,1,1
6528.93,INR,ATM,food,M783,0.23,U2620,603,2,965,852,tablet,0,160.171.27.14,0.12,Kolkata,11,1,5,20,0,41954,35425.07,0.156,0.156,0,0,0,0
15312.99,INR,card,food,M388,0.92,U4135,449,2,1582,1570,desktop,1,52.8.76.14,0.97,Pune,1,2,12,31,2,16791,1478.01,0.912,0.912,1,1,1,1
40029.8,INR,card,crypto,M321,0.81,U3689,996,2,2985,2704,desktop,1,63.16.232.138,0.91,Delhi,3,3,10,22,7,41251,1221.2,0.97,0.97,1,1,1,1
25637.36,INR,UPI,luxury,M802,0.72,U3707,479,3,1659,1643,tablet,1,24.78.182.96,0.89,Bangalore,4,2,11,24,3,27633,1995.64,0.928,0.928,1,1,1,1
1987.69,INR,card,food,M631,0.16,U1297,647,3,3852,4013,tablet,0,29.20.183.20,0.31,Pune,12,0,1,16,0,10645,8657.31,0.187,0.187,0,0,0,0
3834.75,INR,card,electronics,M644,0.18,U3339,488,1,4336,4298,desktop,0,89.153.237.164,0.09,Chennai,10,2,3,4,0,25322,21487.25,0.151,0.151,0,0,0,0
2134.05,INR,ATM,electronics,M562,0.0,U1653,598,1,1835,1628,tablet,0,36.237.71.209,0.15,Chennai,19,1,4,6,1,11421,9286.95,0.187,0.187,0,0,0,0
37021.47,INR,ATM,food,M801,0.8,U4774,906,2,1988,2166,mobile,1,151.187.148.127,0.73,Hyderabad,0,5,9,21,7,44163,7141.53,0.838,0.838,1,1,1,1
7964.62,INR,UPI,luxury,M841,0.32,U2255,703,2,4688,4621,mobile,0,32.220.36.244,0.37,Delhi,12,5,4,19,0,31795,23830.38,0.25,0.25,0,0,0,0
7117.43,INR,netbanking,travel,M117,0.74,U5520,319,1,3154,3393,tablet,1,225.213.201.37,0.98,Pune,3,4,9,10,7,8655,1537.57,0.822,0.822,1,1,1,1
868.07,INR,netbanking,luxury,M605,0.35,U1230,633,3,4368,4534,tablet,0,50.83.190.182,0.24,Hyderabad,18,5,2,10,0,11741,10872.93,0.074,0.074,0,0,0,0
13627.18,INR,ATM,investment,M130,0.99,U4276,732,1,2342,2129,tablet,1,54.55.219.253,0.8,Chennai,0,4,10,11,6,14788,1160.82,0.922,0.922,1,1,1,1
19891.72,INR,ATM,electronics,M831,0.98,U4230,694,2,4322,4278,desktop,1,98.115.48.109,0.98,Mumbai,1,2,11,13,7,20378,486.28,0.976,0.976,1,1,1,1
1902.0,INR,netbanking,electronics,M797,0.37,U1691,391,2,4515,4485,mobile,0,208.38.78.47,0.06,Pune,9,1,3,9,2,41520,39618.0,0.046,0.046,0,0,0,0
13269.47,INR,card,electronics,M789,0.8,U3754,543,2,2315,2333,mobile,1,210.155.222.237,0.77,Pune,1,0,12,21,6,15055,1785.53,0.881,0.881,1,1,1,1
39197.42,INR,UPI,crypto,M571,0.64,U5863,489,2,1920,1740,mobile,1,136.86.185.111,0.84,Delhi,4,5,13,25,7,43612,4414.58,0.899,0.899,1,1,1,1
1315.45,INR,UPI,gaming,M689,0.2,U1969,783,3,2442,2365,mobile,0,139.123.77.217,0.34,Chennai,18,1,1,18,2,10170,8854.55,0.129,0.129,0,0,0,0
3278.3,INR,card,crypto,M720,0.15,U1633,649,2,1908,1929,mobile,0,18.9.128.74,0.22,Bangalore,16,0,3,9,0,34175,30896.7,0.096,0.096,0,0,0,0
26405.57,INR,ATM,luxury,M289,0.71,U5092,574,2,4799,4779,mobile,1,225.90.144.141,0.88,Mumbai,2,4,11,23,5,29282,2876.43,0.902,0.902,1,1,1,1
42202.07,INR,ATM,electronics,M749,0.69,U5077,773,3,2365,2612,tablet,1,138.4.173.158,0.92,Kolkata,4,1,11,14,3,46100,3897.93,0.915,0.915,1,1,1,1
6646.57,INR,ATM,retail,M928,0.04,U2321,392,2,2529,2266,desktop,0,152.113.6.190,0.1,Mumbai,18,1,2,17,0,41385,34738.43,0.161,0.161,0,0,0,0
223.78,INR,card,travel,M919,0.14,U2831,445,2,4185,4217,tablet,0,90.101.15.163,0.01,Hyderabad,14,5,3,12,1,6476,6252.22,0.035,0.035,0,0,0,0
1968.14,INR,netbanking,gaming,M675,0.08,U3178,252,1,2554,2520,mobile,0,36.174.110.235,0.04,Chennai,13,3,3,12,2,10594,8625.86,0.186,0.186,0,0,0,1
1346.94,INR,card,gaming,M453,0.25,U2417,457,1,3303,3158,mobile,0,179.194.45.205,0.08,Bangalore,12,0,2,8,1,32287,30940.06,0.042,0.042,0,0,0,0
5010.08,INR,netbanking,travel,M937,0.25,U2782,800,3,3072,3339,tablet,0,8.68.9.93,0.32,Mumbai,15,0,1,14,0,49975,44964.92,0.1,0.1,0,0,0,0
20730.97,INR,UPI,food,M357,0.76,U5715,973,2,1906,1634,tablet,1,196.15.211.178,0.81,Kolkata,4,2,11,21,3,22056,1325.03,0.94,0.94,1,1,1,1
46014.56,INR,card,crypto,M839,0.96,U5701,731,1,518,239,desktop,1,157.32.122.147,0.9,Hyderabad,2,2,14,33,7,48069,2054.44,0.957,0.957,1,1,1,1
41752.65,INR,netbanking,electronics,M681,0.85,U5118,186,1,619,547,tablet,1,133.143.198.142,0.99,Mumbai,1,4,14,26,6,42660,907.35,0.979,0.979,1,1,1,1
2115.18,INR,netbanking,electronics,M149,0.12,U2652,433,2,3073,2841,tablet,0,238.242.243.25,0.32,Chennai,18,4,3,22,0,17460,15344.82,0.121,0.121,0,0,0,0
1170.55,INR,ATM,electronics,M303,0.2,U2483,354,2,1880,1774,desktop,0,235.238.23.86,0.1,Pune,12,1,5,24,0,47227,46056.45,0.025,0.025,0,0,0,0
500.82,INR,netbanking,travel,M705,0.21,U3275,294,2,1388,1209,desktop,0,185.76.54.152,0.05,Mumbai,12,5,4,8,2,17314,16813.18,0.029,0.029,0,0,0,0
12237.83,INR,ATM,crypto,M453,0.28,U1877,861,2,1716,1460,tablet,0,3.73.100.179,0.22,Hyderabad,14,5,4,5,0,49642,37404.17,0.247,0.247,0,0,0,0
31317.2,INR,netbanking,luxury,M225,0.64,U4525,880,3,3754,3565,mobile,1,68.212.160.64,0.74,Bangalore,3,5,13,20,2,32750,1432.8,0.956,0.956,1,1,1,1
986.56,INR,card,travel,M178,0.26,U3016,551,1,3312,3207,tablet,0,167.110.20.208,0.18,Kolkata,11,0,4,11,0,14701,13714.44,0.067,0.067,0,0,0,0
3711.29,INR,card,retail,M954,0.04,U1426,523,3,871,668,desktop,0,156.48.144.41,0.09,Chennai,12,0,1,3,1,14161,10449.71,0.262,0.262,0,0,0,0
13409.11,INR,netbanking,travel,M651,0.11,U1626,872,2,941,945,desktop,0,217.223.0.252,0.24,Mumbai,8,0,1,13,1,48815,35405.89,0.275,0.275,0,0,0,0
1418.83,INR,netbanking,gaming,M158,0.27,U2589,203,1,2121,2415,desktop,0,87.236.121.169,0.12,Pune,20,2,2,8,2,15431,14012.17,0.092,0.092,0,0,0,0
4134.61,INR,UPI,investment,M525,0.24,U3223,469,2,4474,4476,desktop,0,214.181.28.69,0.25,Pune,8,0,4,22,2,13806,9671.39,0.299,0.299,0,0,0,0
5207.45,INR,UPI,investment,M610,0.3,U3217,194,3,3801,4061,mobile,0,237.103.190.56,0.09,Kolkata,9,2,1,7,0,31239,26031.55,0.167,0.167,0,0,0,1
35071.69,INR,ATM,investment,M120,0.67,U5483,103,3,4085,3866,desktop,1,87.113.118.115,0.94,Hyderabad,0,3,14,32,5,43668,8596.31,0.803,0.803,1,1,1,1
117.34,INR,netbanking,retail,M466,0.01,U2485,67,3,1475,1417,tablet,0,9.233.189.151,0.07,Hyderabad,19,1,2,16,1,28810,28692.66,0.004,0.004,0,0,0,0
1629.94,INR,card,retail,M367,0.25,U2739,288,1,4883,5133,mobile,0,9.68.131.75,0.0,Hyderabad,9,4,1,14,2,10686,9056.06,0.153,0.153,0,0,0,0
946.15,INR,netbanking,gaming,M888,0.13,U3480,389,1,1810,1895,mobile,0,56.169.230.215,0.04,Mumbai,13,2,1,12,0,7386,6439.85,0.128,0.128,0,0,0,0
45087.28,INR,ATM,retail,M654,0.96,U3584,845,3,2992,3291,tablet,1,254.188.117.77,0.73,Pune,2,2,14,23,6,46947,1859.72,0.96,0.96,1,1,1,1
29811.0,INR,card,gaming,M926,0.73,U3893,772,1,1284,1365,mobile,1,50.210.18.132,0.96,Chennai,3,0,13,14,4,35143,5332.0,0.848,0.848,1,1,1,1
4325.42,INR,ATM,food,M880,0.03,U1149,618,3,2932,2633,desktop,0,52.203.197.223,0.16,Kolkata,21,1,1,5,1,19036,14710.58,0.227,0.227,0,0,0,0
7632.02,INR,ATM,crypto,M971,0.33,U1676,784,3,4670,4458,desktop,0,46.232.107.135,0.22,Kolkata,13,4,4,9,1,39815,32182.98,0.192,0.192,0,0,0,0
5918.81,INR,netbanking,food,M120,0.18,U2261,225,1,1180,1333,desktop,0,179.201.205.112,0.06,Bangalore,18,3,2,4,1,37452,31533.19,0.158,0.158,0,0,0,0
35610.13,INR,netbanking,travel,M899,0.8,U5917,727,2,2313,2469,desktop,1,119.142.17.19,0.96,Mumbai,4,3,13,30,3,39837,4226.87,0.894,0.894,1,1,1,1
4455.13,INR,UPI,crypto,M701,0.09,U1012,179,3,525,689,tablet,0,86.97.124.8,0.21,Hyderabad,16,5,1,6,1,22340,17884.87,0.199,0.199,0,0,0,0
245.27,INR,card,retail,M340,0.1,U2833,449,1,2969,3049,mobile,0,136.57.46.214,0.08,Pune,18,0,1,6,1,23243,22997.73,0.011,0.011,0,0,0,0
13985.1,INR,ATM,investment,M103,0.83,U4248,850,3,2123,2378,tablet,1,192.112.81.96,0.84,Pune,3,2,11,21,5,14702,716.9,0.951,0.951,1,1,1,1
839.34,INR,ATM,food,M560,0.34,U2491,866,1,2069,1970,mobile,0,186.129.206.15,0.26,Chennai,10,4,2,21,2,6060,5220.66,0.139,0.139,0,0,0,0
34488.02,INR,UPI,gaming,M373,0.84,U3727,724,3,4205,4181,mobile,1,153.129.110.97,0.73,Hyderabad,4,3,8,17,3,42784,8295.98,0.806,0.806,1,1,1,1
7918.68,INR,card,investment,M495,0.63,U4686,329,2,4269,4146,tablet,1,101.128.17.13,0.7,Mumbai,0,5,13,21,6,8146,227.32,0.972,0.972,1,1,1,1
2188.31,INR,ATM,gaming,M137,0.11,U2424,431,1,516,392,tablet,0,61.28.149.146,0.11,Chennai,9,4,1,5,1,16546,14357.69,0.132,0.132,0,0,0,0
12357.1,INR,UPI,crypto,M619,0.78,U5605,160,1,1772,1754,desktop,1,58.38.88.107,0.8,Kolkata,2,3,9,21,5,14790,2432.9,0.836,0.836,1,1,1,1
33759.37,INR,UPI,luxury,M579,0.79,U5595,687,1,823,814,desktop,1,8.182.150.63,0.82,Pune,1,2,13,16,4,38619,4859.63,0.874,0.874,1,1,1,1
1003.16,INR,UPI,retail,M941,0.09,U1731,232,3,4608,4789,mobile,0,252.114.17.160,0.19,Pune,21,3,4,11,0,38326,37322.84,0.026,0.026,0,0,0,0
10179.64,INR,ATM,retail,M768,0.23,U2231,698,1,3904,3985,tablet,0,230.100.66.246,0.24,Chennai,16,5,4,13,0,34413,24233.36,0.296,0.296,0,0,0,0
863.22,INR,netbanking,retail,M611,0.21,U2634,689,1,1229,1453,tablet,0,254.64.74.151,0.07,Chennai,12,2,4,8,0,12663,11799.78,0.068,0.068,0,0,0,0
30902.93,INR,UPI,electronics,M670,0.86,U4936,770,3,2298,2568,mobile,1,186.196.161.237,0.89,Kolkata,1,3,8,12,4,33561,2658.07,0.921,0.921,1,1,1,1
781.44,INR,card,electronics,M302,0.14,U2210,963,2,3718,3598,tablet,0,97.13.234.47,0.38,Bangalore,15,0,2,4,2,8425,7643.56,0.093,0.093,0,0,0,0
5393.96,INR,netbanking,electronics,M858,0.7,U4268,189,1,2232,2377,mobile,1,42.205.199.71,0.78,Delhi,2,1,13,17,6,6161,767.04,0.876,0.876,1,1,1,1
405.19,INR,UPI,crypto,M103,0.32,U2934,481,2,2134,2218,desktop,0,194.144.105.82,0.16,Mumbai,16,5,3,13,2,47547,47141.81,0.009,0.009,0,0,0,0
570.13,INR,ATM,luxury,M417,0.19,U1553,494,2,4427,4670,mobile,0,75.255.133.203,0.1,Hyderabad,11,0,2,15,1,31784,31213.87,0.018,0.018,0,0,0,1
122.61,INR,ATM,investment,M886,0.19,U1491,748,3,4047,4285,desktop,0,82.159.247.72,0.04,Pune,21,5,1,20,1,27178,27055.39,0.005,0.005,0,0,0,0
34573.51,INR,card,retail,M635,0.83,U3962,676,3,2285,2544,mobile,1,156.83.143.65,0.91,Kolkata,1,4,13,18,5,39263,4689.49,0.881,0.881,1,1,1,1
3331.66,INR,card,investment,M457,0.08,U3329,220,3,932,972,mobile,0,94.237.55.66,0.26,Delhi,14,5,4,15,1,18536,15204.34,0.18,0.18,0,0,0,0
